Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
Resnet50,CONV2_3_2,1024,35020,3.63829e+08,3069.54,8436.77,2.15045e+09,24279.2,1024,67.3745,3264,9,19616,54,1,1,200704,36864,2.95456e+08,107495424,11264.7,226.099,4,12784.4,107495424, 2320704, 2320704, 200704, 46.3202, 107495424, 36864, 36864, 36864, 2916, 107495424, 107495424, 186624, 186624, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV2_3_3,1024,100354,7.28045e+08,511.99,703.24,2.15045e+09,24279.2,1024,32.1537,544,9,2208,6,1,1,200704,16384,7.05729e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3210304, 3210304, 200704, 16.0048, 51380224, 16384, 16384, 16384, 3136, 51380224, 51380224, 802816, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV2_3_Residual,1024,3137,4.65709e+07,255.918,5495.24,2.15045e+09,24279.2,1024,256.082,512,9,1534,6,1,1,802816,256,1.72386e+07,802816,11264.7,226.099,4,12784.4,802816, 802816, 802816, 802816, 1, 802816, 256, 256, 256, 3136, 802816, 802816, 802816, 799680, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV3_1_1,1024,50178,5.44631e+07,511.98,9400.49,2.15045e+09,24279.2,1024,32.6441,544,9,2208,6,1,1,802816,32768,4.71698e+08,25690112,11264.7,226.099,4,12784.4,25690112, 1605184, 1605184, 802816, 16.0045, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 401408, 401408, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV3_1_2,1024,32556,2.05669e+08,3061.81,14887,2.15045e+09,24279.2,1024,73.3432,3264,9,19616,54,1,1,100352,147456,4.84663e+08,99680256,11264.7,226.099,4,12784.4,99680256, 2232384, 2232384, 100352, 44.6519, 99680256, 147456, 147456, 147456, 676, 99680256, 99680256, 86528, 173056, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV3_1_3,1024,100354,6.80551e+08,511.99,752.317,2.15045e+09,24279.2,1024,32.6333,544,9,2208,6,1,1,100352,65536,7.5498e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3209280, 3209280, 100352, 16.0099, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 401408, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV3_1_Residual,1024,785,2.33121e+07,511.348,21934.8,2.15045e+09,24279.2,1024,512.653,1024,9,3070,6,1,1,401408,512,1.72188e+07,401408,11264.7,226.099,4,12784.4,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 400624, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 512, 1
Resnet50,CONV3_2_1,1024,50178,4.12858e+07,511.98,12400.9,2.15045e+09,24279.2,1024,32.6441,544,9,2208,6,1,1,200704,32768,6.22251e+08,25690112,11264.7,226.099,4,12784.4,25690112, 1605184, 1605184, 200704, 16.0045, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 100352, 401408, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV3_2_2,1024,32556,2.05669e+08,3061.81,14887,2.15045e+09,24279.2,1024,73.3432,3264,9,19616,54,1,1,100352,147456,4.84663e+08,99680256,11264.7,226.099,4,12784.4,99680256, 2232384, 2232384, 100352, 44.6519, 99680256, 147456, 147456, 147456, 676, 99680256, 99680256, 86528, 173056, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV3_2_3,1024,100354,6.80551e+08,511.99,752.317,2.15045e+09,24279.2,1024,32.6333,544,9,2208,6,1,1,100352,65536,7.5498e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3209280, 3209280, 100352, 16.0099, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 401408, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV3_1_Residual,1024,785,2.33121e+07,511.348,21934.8,2.15045e+09,24279.2,1024,512.653,1024,9,3070,6,1,1,401408,512,1.72188e+07,401408,11264.7,226.099,4,12784.4,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 400624, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 512, 1
Resnet50,CONV3_3_1,1024,50178,4.12858e+07,511.98,12400.9,2.15045e+09,24279.2,1024,32.6441,544,9,2208,6,1,1,200704,32768,6.22251e+08,25690112,11264.7,226.099,4,12784.4,25690112, 1605184, 1605184, 200704, 16.0045, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 100352, 401408, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV3_3_2,1024,32556,2.05669e+08,3061.81,14887,2.15045e+09,24279.2,1024,73.3432,3264,9,19616,54,1,1,100352,147456,4.84663e+08,99680256,11264.7,226.099,4,12784.4,99680256, 2232384, 2232384, 100352, 44.6519, 99680256, 147456, 147456, 147456, 676, 99680256, 99680256, 86528, 173056, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV3_3_3,1024,100354,6.80551e+08,511.99,752.317,2.15045e+09,24279.2,1024,32.6333,544,9,2208,6,1,1,100352,65536,7.5498e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3209280, 3209280, 100352, 16.0099, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 401408, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV3_3_Residual,1024,785,2.33121e+07,511.348,21934.8,2.15045e+09,24279.2,1024,512.653,1024,9,3070,6,1,1,401408,512,1.72188e+07,401408,11264.7,226.099,4,12784.4,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 400624, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 512, 1
Resnet50,CONV3_4_1,1024,50178,4.12858e+07,511.98,12400.9,2.15045e+09,24279.2,1024,32.6441,544,9,2208,6,1,1,200704,32768,6.22251e+08,25690112,11264.7,226.099,4,12784.4,25690112, 1605184, 1605184, 200704, 16.0045, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 100352, 401408, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV3_4_2,1024,32556,2.05669e+08,3061.81,14887,2.15045e+09,24279.2,1024,73.3432,3264,9,19616,54,1,1,100352,147456,4.84663e+08,99680256,11264.7,226.099,4,12784.4,99680256, 2232384, 2232384, 100352, 44.6519, 99680256, 147456, 147456, 147456, 676, 99680256, 99680256, 86528, 173056, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV3_4_3,1024,100354,6.80551e+08,511.99,752.317,2.15045e+09,24279.2,1024,32.6333,544,9,2208,6,1,1,100352,65536,7.5498e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3209280, 3209280, 100352, 16.0099, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 401408, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV3_4_Residual,1024,785,2.33121e+07,511.348,21934.8,2.15045e+09,24279.2,1024,512.653,1024,9,3070,6,1,1,401408,512,1.72188e+07,401408,11264.7,226.099,4,12784.4,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 400624, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 512, 1
Resnet50,CONV4_1_1,1024,50178,4.79613e+07,511.98,10674.8,2.15045e+09,24279.2,1024,34.5931,544,9,2208,6,1,1,401408,131072,5.35642e+08,25690112,11264.7,226.099,4,12784.4,25690112, 1604672, 1604672, 401408, 16.0096, 25690112, 131072, 131072, 131072, 196, 25690112, 25690112, 200704, 401408, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_1_2,1024,28084,2.16456e+08,3024.31,13971.9,2.15045e+09,24279.2,1024,95.6875,3264,9,19616,54,1,1,50176,589824,3.92388e+08,84934656,11264.7,226.099,4,12784.4,84934656, 2055744, 2055744, 50176, 41.3158, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV4_1_3,1024,100354,5.97113e+08,511.99,857.442,2.15045e+09,24279.2,1024,34.5721,544,9,2208,6,1,1,50176,262144,8.60477e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3207232, 3207232, 50176, 16.0201, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_1_Residual,1024,198,1.16897e+07,1013.66,86713.9,2.15045e+09,24279.2,1024,1029.22,2048,9,6144,6,1,1,200704,1024,1.71693e+07,200704,11264.7,226.099,4,12784.4,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1024, 1
Resnet50,CONV4_2_1,1024,100354,8.1237e+07,511.99,6302.42,2.15045e+09,24279.2,1024,34.6027,544,9,2208,6,1,1,200704,262144,6.32473e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3210304, 3210304, 200704, 16.0048, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_2_2,1024,28084,3.75158e+08,3024.31,8061.43,2.15045e+09,24279.2,1024,95.6875,3264,9,19616,54,1,1,50176,589824,2.26397e+08,84934656,11264.7,226.099,4,12784.4,84934656, 2055744, 2055744, 50176, 41.3158, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV4_2_3,1024,100354,5.97113e+08,511.99,857.442,2.15045e+09,24279.2,1024,34.5721,544,9,2208,6,1,1,50176,262144,8.60477e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3207232, 3207232, 50176, 16.0201, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_2_Residual,1024,198,1.16897e+07,1013.66,86713.9,2.15045e+09,24279.2,1024,1029.22,2048,9,6144,6,1,1,200704,1024,1.71693e+07,200704,11264.7,226.099,4,12784.4,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1024, 1
Resnet50,CONV4_3_1,1024,100354,8.1237e+07,511.99,6302.42,2.15045e+09,24279.2,1024,34.6027,544,9,2208,6,1,1,200704,262144,6.32473e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3210304, 3210304, 200704, 16.0048, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_3_2,1024,28084,3.75158e+08,3024.31,8061.43,2.15045e+09,24279.2,1024,95.6875,3264,9,19616,54,1,1,50176,589824,2.26397e+08,84934656,11264.7,226.099,4,12784.4,84934656, 2055744, 2055744, 50176, 41.3158, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV4_3_3,1024,100354,5.97113e+08,511.99,857.442,2.15045e+09,24279.2,1024,34.5721,544,9,2208,6,1,1,50176,262144,8.60477e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3207232, 3207232, 50176, 16.0201, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_3_Residual,1024,198,1.16897e+07,1013.66,86713.9,2.15045e+09,24279.2,1024,1029.22,2048,9,6144,6,1,1,200704,1024,1.71693e+07,200704,11264.7,226.099,4,12784.4,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1024, 1
Resnet50,CONV4_4_1,1024,100354,8.1237e+07,511.99,6302.42,2.15045e+09,24279.2,1024,34.6027,544,9,2208,6,1,1,200704,262144,6.32473e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3210304, 3210304, 200704, 16.0048, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_4_2,1024,28084,3.75158e+08,3024.31,8061.43,2.15045e+09,24279.2,1024,95.6875,3264,9,19616,54,1,1,50176,589824,2.26397e+08,84934656,11264.7,226.099,4,12784.4,84934656, 2055744, 2055744, 50176, 41.3158, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV4_4_3,1024,100354,5.97113e+08,511.99,857.442,2.15045e+09,24279.2,1024,34.5721,544,9,2208,6,1,1,50176,262144,8.60477e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3207232, 3207232, 50176, 16.0201, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_4_Residual,1024,198,1.16897e+07,1013.66,86713.9,2.15045e+09,24279.2,1024,1029.22,2048,9,6144,6,1,1,200704,1024,1.71693e+07,200704,11264.7,226.099,4,12784.4,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1024, 1
Resnet50,CONV4_5_1,1024,100354,8.1237e+07,511.99,6302.42,2.15045e+09,24279.2,1024,34.6027,544,9,2208,6,1,1,200704,262144,6.32473e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3210304, 3210304, 200704, 16.0048, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_5_2,1024,28084,3.75158e+08,3024.31,8061.43,2.15045e+09,24279.2,1024,95.6875,3264,9,19616,54,1,1,50176,589824,2.26397e+08,84934656,11264.7,226.099,4,12784.4,84934656, 2055744, 2055744, 50176, 41.3158, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV4_5_3,1024,100354,5.97113e+08,511.99,857.442,2.15045e+09,24279.2,1024,34.5721,544,9,2208,6,1,1,50176,262144,8.60477e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3207232, 3207232, 50176, 16.0201, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_5_Residual,1024,198,1.16897e+07,1013.66,86713.9,2.15045e+09,24279.2,1024,1029.22,2048,9,6144,6,1,1,200704,1024,1.71693e+07,200704,11264.7,226.099,4,12784.4,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1024, 1
Resnet50,CONV4_6_1,1024,100354,8.1237e+07,511.99,6302.42,2.15045e+09,24279.2,1024,34.6027,544,9,2208,6,1,1,200704,262144,6.32473e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3210304, 3210304, 200704, 16.0048, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_6_2,1024,28084,3.75158e+08,3024.31,8061.43,2.15045e+09,24279.2,1024,95.6875,3264,9,19616,54,1,1,50176,589824,2.26397e+08,84934656,11264.7,226.099,4,12784.4,84934656, 2055744, 2055744, 50176, 41.3158, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV4_6_3,1024,100354,5.97113e+08,511.99,857.442,2.15045e+09,24279.2,1024,34.5721,544,9,2208,6,1,1,50176,262144,8.60477e+07,51380224,11264.7,226.099,4,12784.4,51380224, 3207232, 3207232, 50176, 16.0201, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV4_6_Residual,1024,198,1.16897e+07,1013.66,86713.9,2.15045e+09,24279.2,1024,1029.22,2048,9,6144,6,1,1,200704,1024,1.71693e+07,200704,11264.7,226.099,4,12784.4,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1024, 1
Resnet50,CONV5_1_1,1024,50178,5.62747e+07,511.98,9097.86,2.15045e+09,24279.2,1024,42.4094,544,9,2208,6,1,1,200704,524288,4.56512e+08,25690112,11264.7,226.099,4,12784.4,25690112, 1603648, 1603648, 200704, 16.0198, 25690112, 524288, 524288, 524288, 49, 25690112, 25690112, 100352, 401408, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV5_1_2,1024,20964,2.69465e+08,2813.51,10441.1,2.15045e+09,24279.2,1024,211.55,3264,9,19616,54,1,1,25088,2359296,2.18887e+08,58982400,11264.7,226.099,4,12784.4,58982400, 1702464, 1702464, 25088, 34.6453, 58982400, 2359296, 2359296, 2359296, 25, 58982400, 58982400, 12800, 102400, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV5_1_3,1024,100354,4.67577e+08,511.99,1094.99,2.15045e+09,24279.2,1024,42.368,544,9,2208,6,1,1,25088,1048576,1.09886e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3203136, 3203136, 25088, 16.0406, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 100352, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV5_1_Residual,1024,101,5.89885e+06,993.584,168437,2.15045e+09,24279.2,1024,1044.9,2048,9,6144,6,1,1,100352,2048,1.70121e+07,100352,11264.7,226.099,4,12784.4,100352, 100352, 100352, 100352, 1, 100352, 2048, 2048, 2048, 49, 100352, 100352, 100352, 100352, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1024, 1
Resnet50,CONV5_2_1,1024,100354,1.05232e+08,511.99,4865.34,2.15045e+09,24279.2,1024,42.4292,544,9,2208,6,1,1,100352,1048576,4.88257e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3209280, 3209280, 100352, 16.0099, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 25088, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV5_2_2,1024,20964,4.28764e+08,2813.51,6561.9,2.15045e+09,24279.2,1024,211.55,3264,9,19616,54,1,1,25088,2359296,1.37564e+08,58982400,11264.7,226.099,4,12784.4,58982400, 1702464, 1702464, 25088, 34.6453, 58982400, 2359296, 2359296, 2359296, 25, 58982400, 58982400, 12800, 102400, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV5_2_3,1024,100354,4.67577e+08,511.99,1094.99,2.15045e+09,24279.2,1024,42.368,544,9,2208,6,1,1,25088,1048576,1.09886e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3203136, 3203136, 25088, 16.0406, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 100352, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV5_2_Residual,1024,101,5.89885e+06,993.584,168437,2.15045e+09,24279.2,1024,1044.9,2048,9,6144,6,1,1,100352,2048,1.70121e+07,100352,11264.7,226.099,4,12784.4,100352, 100352, 100352, 100352, 1, 100352, 2048, 2048, 2048, 49, 100352, 100352, 100352, 100352, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1024, 1
Resnet50,CONV5_3_1,1024,100354,1.05232e+08,511.99,4865.34,2.15045e+09,24279.2,1024,42.4292,544,9,2208,6,1,1,100352,1048576,4.88257e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3209280, 3209280, 100352, 16.0099, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 25088, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
Resnet50,CONV5_3_2,1024,20964,4.28764e+08,2813.51,6561.9,2.15045e+09,24279.2,1024,211.55,3264,9,19616,54,1,1,25088,2359296,1.37564e+08,58982400,11264.7,226.099,4,12784.4,58982400, 1702464, 1702464, 25088, 34.6453, 58982400, 2359296, 2359296, 2359296, 25, 58982400, 58982400, 12800, 102400, 1, 1, 10, 1, 1, 1, 1, 3, 3, 3, 1024, 48
Resnet50,CONV5_3_3,1024,100354,4.67577e+08,511.99,1094.99,2.15045e+09,24279.2,1024,42.368,544,9,2208,6,1,1,25088,1048576,1.09886e+08,51380224,11264.7,226.099,4,12784.4,51380224, 3203136, 3203136, 25088, 16.0406, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 100352, 802816, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1024, 16
